,Season,Round,Team,Opponent,Venue,Attendance,Formation,Opp Formation,xG,xGA,Poss,Sh,SoT,Dist,FK,PK,PKatt,GF,GA,Result
3166,2021,Matchweek 14,Juventus,Fiorentina,Home,,3-5-2,3-5-2,0.5,1.6,54,13,3,22.7,2,0,0,0,3,L
3167,2021,Matchweek 15,Juventus,Udinese,Home,,4-4-2,3-5-2,2.5,1.7,63,20,10,18.5,1,0,0,4,1,W
3168,2021,Matchweek 16,Juventus,Milan,Away,,4-4-2,4-2-3-1,2.3,1,57,14,6,15.2,0,0,0,3,1,W
3169,2021,Matchweek 17,Juventus,Sassuolo,Home,,4-4-2,4-2-3-1,2.8,0.7,55,23,8,17,0,0,0,3,1,W
3170,2021,Matchweek 18,Juventus,Inter,Away,,4-4-2,3-5-2,0.5,1.6,51,9,4,19.3,0,0,0,0,2,L
3171,2021,Matchweek 19,Juventus,Bologna,Home,,4-4-2,4-2-3-1,3,0.5,53,23,11,17.8,1,0,0,2,0,W
3172,2021,Matchweek 20,Juventus,Sampdoria,Away,,4-4-2,4-1-3-2,1.5,0.5,61,9,3,19.8,1,0,0,2,0,W
3173,2021,Matchweek 21,Juventus,Roma,Home,,4-4-2,3-4-3,0.2,1,48,3,2,14.7,0,0,0,2,0,W
3174,2021,Matchweek 22,Juventus,Napoli,Away,,4-4-2,4-2-3-1,2.2,1.1,62,24,6,17.3,2,0,0,0,1,L
3175,2021,Matchweek 23,Juventus,Crotone,Home,,4-4-2,4-4-2,3.4,0.8,60,27,8,14.6,2,0,0,3,0,W
3176,2021,Matchweek 24,Juventus,Hellas Verona,Away,,3-5-2,3-4-3,1,0.8,55,15,5,19.4,2,0,0,1,1,D
3177,2021,Matchweek 25,Juventus,Spezia,Home,,4-4-2,4-3-3,2.4,1.4,47,18,7,14.6,1,0,0,3,0,W
3178,2021,Matchweek 26,Juventus,Lazio,Home,,4-2-3-1,3-5-2,1.5,1,52,6,4,18.8,0,1,1,3,1,W
3179,2021,Matchweek 27,Juventus,Cagliari,Away,,4-4-2,3-5-2,2,0.9,49,9,5,12.9,0,1,1,3,1,W
3180,2021,Matchweek 28,Juventus,Benevento,Home,,4-4-2,3-5-2,2.1,0.4,73,21,7,15.7,2,0,0,0,1,L
3181,2021,Matchweek 29,Juventus,Torino,Away,,4-4-2,3-5-2,3.2,1.4,70,22,8,15.8,0,0,0,2,2,D
3182,2021,Matchweek 3,Juventus,Napoli,Home,,4-4-2,4-2-3-1,1.5,1.7,47,12,3,14.2,0,0,0,2,1,W
3183,2021,Matchweek 30,Juventus,Genoa,Home,,4-4-2,3-5-2,2.7,0.9,57,25,12,16.4,0,0,0,3,1,W
3184,2021,Matchweek 31,Juventus,Atalanta,Away,,4-4-2,3-4-1-2,0.8,0.9,55,11,1,16.1,0,0,0,0,1,L
3185,2021,Matchweek 32,Juventus,Parma,Home,,4-4-2,4-3-3,1.9,1,64,16,6,15.4,1,0,0,3,1,W
3186,2021,Matchweek 33,Juventus,Fiorentina,Away,,3-5-2,3-5-2,1.2,1.3,67,9,1,13.7,0,0,0,1,1,D
3187,2021,Matchweek 34,Juventus,Udinese,Away,,4-4-2,3-5-1-1,2,0.4,58,13,3,17.7,1,1,1,2,1,W
3188,2021,Matchweek 35,Juventus,Milan,Home,,4-4-2,4-2-3-1,0.9,1.1,56,16,1,16.7,0,0,0,0,3,L
3189,2021,Matchweek 36,Juventus,Sassuolo,Away,,4-4-2,4-2-3-1,1.3,2.1,35,15,7,18.9,0,0,0,3,1,W
3190,2021,Matchweek 37,Juventus,Inter,Home,,4-4-2,3-5-2,2.8,1.4,41,11,4,16.2,0,1,2,3,2,W
3191,2021,Matchweek 38,Juventus,Bologna,Away,,4-4-2,4-2-3-1,3.3,1.1,51,21,9,14.9,0,0,0,4,1,W
3192,2021,Matchweek 1,Napoli,Parma,Away,1000,4-3-3,4-1-2-1-2,1.6,0.3,61,17,6,19.4,0,0,0,2,0,W
3193,2021,Matchweek 2,Napoli,Genoa,Home,1000,4-2-3-1,3-5-2,2.9,0.7,57,18,9,15.3,2,0,0,6,0,W
3194,2021,Matchweek 4,Napoli,Atalanta,Home,1000,4-2-3-1,3-4-3,1.6,0.7,50,19,11,17.1,0,0,0,4,1,W
3195,2021,Matchweek 5,Napoli,Benevento,Away,1000,4-2-3-1,4-3-2-1,2.2,0.8,65,19,5,16,0,0,0,2,1,W
3196,2021,Matchweek 6,Napoli,Sassuolo,Home,,4-2-3-1,3-4-3,2.1,1.8,44,22,6,16.6,2,0,0,0,2,L
3197,2021,Matchweek 7,Napoli,Bologna,Away,,4-2-3-1,4-2-3-1,1.4,0.7,52,19,4,20.2,1,0,0,1,0,W
3198,2021,Matchweek 8,Napoli,Milan,Home,,4-2-3-1,4-2-3-1,1.5,2.4,63,19,7,17.4,0,0,0,1,3,L
3199,2021,Matchweek 9,Napoli,Roma,Home,,4-3-3,3-4-3,1.7,0.5,55,14,8,19.8,1,0,0,4,0,W
3200,2021,Matchweek 10,Napoli,Crotone,Away,,4-2-3-1,3-5-2,1.7,0.3,60,13,6,16.8,2,0,0,4,0,W
3201,2021,Matchweek 11,Napoli,Sampdoria,Home,,4-2-3-1,4-4-1-1,1.5,1.1,67,18,7,19.2,1,0,0,2,1,W
3202,2021,Matchweek 12,Napoli,Inter,Away,,4-2-3-1,3-5-2,2.2,1.2,59,17,3,15.5,0,0,0,0,1,L
3203,2021,Matchweek 13,Napoli,Lazio,Away,,4-2-3-1,3-5-2,0.9,1,60,14,6,17.9,0,0,0,0,2,L
3204,2021,Matchweek 14,Napoli,Torino,Home,,4-2-3-1,3-5-2,0.9,0.4,65,15,6,18.7,2,0,0,1,1,D
3205,2021,Matchweek 15,Napoli,Cagliari,Away,,4-2-3-1,4-2-3-1,4.6,0.9,62,33,10,17.6,1,1,1,4,1,W
3206,2021,Matchweek 16,Napoli,Spezia,Home,,4-2-3-1,4-3-3,3.1,1.9,62,29,9,16.4,0,0,0,1,2,L
3207,2021,Matchweek 17,Napoli,Udinese,Away,,4-2-3-1,3-5-1-1,1.7,2.1,63,16,5,19.1,1,1,1,2,1,W
3208,2021,Matchweek 18,Napoli,Fiorentina,Home,,4-2-3-1,3-4-3,2,1,48,9,6,21,0,1,1,6,0,W
3209,2021,Matchweek 19,Napoli,Hellas Verona,Away,,4-2-3-1,3-4-3,0.8,1.8,52,12,2,17.3,0,0,0,1,3,L
3210,2021,Matchweek 20,Napoli,Parma,Home,,4-3-3,4-3-3,1,0.3,48,10,3,21.9,0,0,0,2,0,W
3211,2021,Matchweek 21,Napoli,Genoa,Away,,4-3-3,3-5-2,2,1,66,26,9,19.5,0,0,0,1,2,L
3212,2021,Matchweek 22,Napoli,Juventus,Home,,4-2-3-1,4-4-2,1.1,2.2,38,7,1,22.9,1,1,1,1,0,W
3213,2021,Matchweek 23,Napoli,Atalanta,Away,,4-2-3-1,3-4-1-2,0.7,2.2,53,4,2,14.3,0,0,0,2,4,L
3214,2021,Matchweek 24,Napoli,Benevento,Home,,4-2-3-1,4-3-2-1,2,0.4,61,18,5,19.4,1,0,0,2,0,W
3215,2021,Matchweek 25,Napoli,Sassuolo,Away,,4-2-3-1,4-2-3-1,2.6,2.4,44,15,4,19.2,0,1,1,3,3,D
3216,2021,Matchweek 26,Napoli,Bologna,Home,,4-2-3-1,4-2-3-1,1,0.7,43,14,7,20.8,0,0,0,3,1,W
3217,2021,Matchweek 27,Napoli,Milan,Away,,4-2-3-1,4-2-3-1,1.1,1,44,15,4,21.7,0,0,0,1,0,W
3218,2021,Matchweek 28,Napoli,Roma,Away,,4-2-3-1,3-4-3,0.9,0.6,47,11,5,21.4,2,0,0,2,0,W
3219,2021,Matchweek 29,Napoli,Crotone,Home,,4-2-3-1,3-5-2,2.9,1,64,26,8,16.6,2,0,0,4,3,W
3220,2021,Matchweek 3,Napoli,Juventus,Away,,4-2-3-1,4-4-2,1.7,1.5,53,13,3,22.1,1,1,1,1,2,L
3221,2021,Matchweek 30,Napoli,Sampdoria,Away,,4-2-3-1,4-4-2,1.7,1,57,20,8,18.7,0,0,0,2,0,W
3222,2021,Matchweek 31,Napoli,Inter,Home,,4-2-3-1,3-5-2,0.7,0.9,56,12,1,18.9,0,0,0,1,1,D
3223,2021,Matchweek 32,Napoli,Lazio,Home,,4-2-3-1,3-5-2,1.5,1.9,49,9,7,19.4,0,1,1,5,2,W
3224,2021,Matchweek 33,Napoli,Torino,Away,,4-2-3-1,3-5-2,2.4,1.3,52,25,7,17.1,0,0,0,2,0,W
3225,2021,Matchweek 34,Napoli,Cagliari,Home,,4-2-3-1,4-1-4-1,2.5,1.9,55,19,5,14.2,2,0,0,1,1,D
3226,2021,Matchweek 35,Napoli,Spezia,Away,,4-4-2,4-3-3,1.9,1.4,52,12,6,14.8,1,0,0,4,1,W
3227,2021,Matchweek 36,Napoli,Udinese,Home,,4-2-3-1,3-5-1-1,2.7,0.2,52,22,9,17.5,0,0,0,5,1,W
3228,2021,Matchweek 37,Napoli,Fiorentina,Away,,4-2-3-1,3-5-2,1.9,0.5,59,20,5,19,2,0,1,2,0,W
3229,2021,Matchweek 38,Napoli,Hellas Verona,Home,,4-2-3-1,3-4-3,1.1,0.6,55,16,2,17.1,0,0,0,1,1,D
3230,2021,Matchweek 2,Lazio,Cagliari,Away,1000,3-5-2,4-3-3,2.3,1.2,55,16,6,16,0,0,0,2,0,W
3231,2021,Matchweek 1,Lazio,Atalanta,Home,1000,3-5-2,3-4-3,2.3,1.8,61,14,5,14.5,0,0,0,1,4,L
3232,2021,Matchweek 3,Lazio,Inter,Home,1000,3-5-2,3-4-1-2,1.2,0.6,40,12,4,14.8,0,0,0,1,1,D
3233,2021,Matchweek 4,Lazio,Sampdoria,Away,1000,3-5-2,4-4-2,0.5,1.3,48,10,0,23.9,0,0,0,0,3,L
3234,2021,Matchweek 5,Lazio,Bologna,Home,1000,3-5-2,4-2-3-1,1.5,1.7,48,10,3,18.1,0,0,0,2,1,W
3235,2021,Matchweek 6,Lazio,Torino,Away,,3-5-2,4-3-1-2,1.8,2.4,55,11,3,16.9,1,1,1,4,3,W
3236,2021,Matchweek 7,Lazio,Juventus,Home,,3-5-2,4-4-2,1,1.3,54,14,4,18.2,1,0,0,1,1,D
3237,2021,Matchweek 8,Lazio,Crotone,Away,,3-5-2,3-5-2,1.7,1,48,15,9,15.3,1,0,0,2,0,W
3238,2021,Matchweek 9,Lazio,Udinese,Home,,3-5-2,3-5-2,1.2,1.5,56,10,5,23.4,1,1,1,1,3,L
3239,2021,Matchweek 10,Lazio,Spezia,Away,,3-5-1-1,4-3-3,0.5,1.5,35,4,2,16.5,1,0,0,2,1,W
3240,2021,Matchweek 11,Lazio,Hellas Verona,Home,,3-5-2,4-2-3-1,0.7,0.9,59,12,4,15,0,0,0,1,2,L
3241,2021,Matchweek 12,Lazio,Benevento,Away,,3-5-2,4-3-2-1,0.7,1.4,64,13,2,22.4,0,0,0,1,1,D
3242,2021,Matchweek 13,Lazio,Napoli,Home,,3-5-2,4-2-3-1,1,0.9,40,10,2,13.3,0,0,0,2,0,W
3243,2021,Matchweek 14,Lazio,Milan,Away,,3-5-2,4-2-3-1,1.6,1.6,61,12,6,19.2,0,0,1,2,3,L
3244,2021,Matchweek 15,Lazio,Genoa,Away,,3-5-2,3-5-2,1.4,0.9,60,11,2,20.4,2,1,1,1,1,D
3245,2021,Matchweek 16,Lazio,Fiorentina,Home,,3-5-2,3-5-2,1.5,1.7,45,13,3,16.8,1,0,0,2,1,W
3246,2021,Matchweek 17,Lazio,Parma,Away,,3-5-2,4-3-3,2.9,0.3,54,21,5,14.3,0,0,0,2,0,W
3247,2021,Matchweek 18,Lazio,Roma,Home,,3-5-2,3-4-3,0.8,0.9,40,8,8,19,0,0,0,3,0,W
3248,2021,Matchweek 19,Lazio,Sassuolo,Home,,3-5-2,4-2-3-1,1.9,0.6,49,20,6,17.7,0,0,0,2,1,W
3249,2021,Matchweek 20,Lazio,Atalanta,Away,,3-5-2,3-4-3,1.9,1.2,43,14,7,19.3,1,0,0,3,1,W
3250,2021,Matchweek 21,Lazio,Cagliari,Home,,3-5-2,3-4-3,1.2,0.8,63,14,6,16.6,0,0,0,1,0,W
3251,2021,Matchweek 22,Lazio,Inter,Away,,3-5-2,3-5-2,0.7,2.2,64,14,6,20.7,1,0,0,1,3,L
3252,2021,Matchweek 23,Lazio,Sampdoria,Home,,3-5-2,3-4-1-2,1.4,1.3,56,12,6,16.8,1,0,0,1,0,W
3253,2021,Matchweek 24,Lazio,Bologna,Away,,3-5-2,4-2-3-1,2.5,1.3,60,19,6,18.4,1,0,1,0,2,L
3254,2021,Matchweek 26,Lazio,Juventus,Away,,3-5-2,4-2-3-1,1,1.5,48,15,4,19.8,1,0,0,1,3,L
3255,2021,Matchweek 27,Lazio,Crotone,Home,,3-5-2,3-5-2,2.6,1.3,64,25,6,16.7,0,0,0,3,2,W
3256,2021,Matchweek 28,Lazio,Udinese,Away,,3-5-2,3-5-2,1.5,1.5,49,16,6,17.6,0,0,0,1,0,W
3257,2021,Matchweek 29,Lazio,Spezia,Home,,3-5-2,4-3-3,2.2,0.8,51,10,4,18.9,0,1,1,2,1,W
3258,2021,Matchweek 30,Lazio,Hellas Verona,Away,,3-5-2,3-4-3,0.6,0.3,55,12,1,18.8,0,0,0,1,0,W
3259,2021,Matchweek 31,Lazio,Benevento,Home,,3-5-2,4-3-2-1,3.3,1.7,58,11,5,16.1,0,1,2,5,3,W
3260,2021,Matchweek 32,Lazio,Napoli,Away,,3-5-2,4-2-3-1,1.9,1.5,51,16,3,15.8,1,0,0,2,5,L
3261,2021,Matchweek 33,Lazio,Milan,Home,,3-5-2,4-2-3-1,1.6,1.8,40,14,5,15.4,0,0,0,3,0,W
3262,2021,Matchweek 34,Lazio,Genoa,Home,,3-5-2,3-5-2,2.5,1.1,52,19,10,15,0,1,1,4,3,W
3263,2021,Matchweek 35,Lazio,Fiorentina,Away,,3-5-2,3-5-2,1.2,1.5,70,11,3,12,0,0,0,0,2,L
3264,2021,Matchweek 36,Lazio,Parma,Home,,3-5-2,3-5-2,1.5,0.7,51,17,5,17.7,0,0,0,1,0,W
3265,2021,Matchweek 37,Lazio,Roma,Away,,3-5-2,4-2-3-1,0.8,1.1,52,9,4,17.5,0,0,0,0,2,L
3266,2021,Matchweek 25,Lazio,Torino,Home,,3-5-2,3-5-2,2.3,0.3,71,21,7,17.8,0,0,1,0,0,D
3267,2021,Matchweek 38,Lazio,Sassuolo,Away,,3-5-2,4-2-3-1,1.1,1.8,44,9,2,14.6,0,0,0,0,2,L
3268,2021,Matchweek 1,Roma,Hellas Verona,Away,,3-4-3,3-4-3,,,60,21,4,,,0,0,0,3,L
3269,2021,Matchweek 2,Roma,Juventus,Home,1000,3-4-3,4-4-2,2.8,1.9,40,10,4,18.2,0,1,1,2,2,D
3270,2021,Matchweek 3,Roma,Udinese,Away,1000,3-4-3,3-5-2,1,1.5,55,13,3,22.5,2,0,0,1,0,W
3271,2021,Matchweek 4,Roma,Benevento,Home,1000,4-2-3-1,4-3-2-1,4,1.6,52,19,6,14.9,1,1,1,5,2,W
3272,2021,Matchweek 5,Roma,Milan,Away,,3-4-3,4-2-3-1,2.1,2.5,46,11,6,17.1,0,1,1,3,3,D
3273,2021,Matchweek 6,Roma,Fiorentina,Home,,3-4-3,3-5-2,3,0.4,41,17,6,13.9,0,0,0,2,0,W
3274,2021,Matchweek 7,Roma,Genoa,Away,,3-4-3,4-3-2-1,2.6,0.6,49,18,9,15.5,0,0,0,3,1,W
3275,2021,Matchweek 8,Roma,Parma,Home,,3-4-3,5-3-2,3.1,0,58,21,7,18.4,1,0,0,3,0,W
3276,2021,Matchweek 9,Roma,Napoli,Away,,3-4-3,4-3-3,0.5,1.7,45,8,1,19.4,0,0,0,0,4,L
3277,2021,Matchweek 10,Roma,Sassuolo,Home,,3-4-3,4-2-3-1,1.3,0.3,43,16,1,16.9,0,0,0,0,0,D
3278,2021,Matchweek 11,Roma,Bologna,Away,,3-4-3,4-2-3-1,3.1,0.4,46,15,7,14.3,0,0,0,5,1,W
3279,2021,Matchweek 12,Roma,Torino,Home,,3-4-3,3-5-1-1,3.1,1,63,12,4,14.3,0,1,1,3,1,W
3280,2021,Matchweek 13,Roma,Atalanta,Away,,3-4-3,3-4-3,0.7,1.9,45,5,3,22.1,1,0,0,1,4,L
3281,2021,Matchweek 14,Roma,Cagliari,Home,,3-4-3,3-5-2,2.8,1.3,62,15,8,15.9,1,0,0,3,2,W
3282,2021,Matchweek 15,Roma,Sampdoria,Home,,3-4-3,4-4-1-1,2.3,0.2,65,21,6,14.5,1,0,0,1,0,W
3283,2021,Matchweek 16,Roma,Crotone,Away,,3-4-3,3-5-2,2,0.8,48,11,3,20.6,0,1,1,3,1,W
3284,2021,Matchweek 17,Roma,Inter,Home,,3-4-3,3-5-2,0.7,1.6,50,14,8,17.7,0,0,0,2,2,D
3285,2021,Matchweek 18,Roma,Lazio,Away,,3-4-3,3-5-2,0.9,0.8,60,6,1,11.5,0,0,0,0,3,L
3286,2021,Matchweek 19,Roma,Spezia,Home,,3-4-3,4-3-3,2.6,1.3,48,14,7,14.9,0,0,0,4,3,W
3287,2021,Matchweek 20,Roma,Hellas Verona,Home,,3-4-3,3-4-3,2,0.7,48,15,6,15,0,0,0,3,1,W
3288,2021,Matchweek 21,Roma,Juventus,Away,,3-4-3,4-4-2,1,0.2,52,14,3,19.1,0,0,0,0,2,L
3289,2021,Matchweek 22,Roma,Udinese,Home,,3-4-3,3-5-2,2.3,0.3,51,12,4,14.7,0,1,1,3,0,W
3290,2021,Matchweek 23,Roma,Benevento,Away,,3-4-3,4-3-2-1,0.6,0.3,71,11,3,18.7,0,0,0,0,0,D
3291,2021,Matchweek 24,Roma,Milan,Home,,3-4-3,4-2-3-1,1.4,3.1,54,18,8,15.3,0,0,0,1,2,L
3292,2021,Matchweek 25,Roma,Fiorentina,Away,,3-4-3,3-5-2,1.7,0.5,59,12,6,19,0,0,0,2,1,W
3293,2021,Matchweek 26,Roma,Genoa,Home,,3-4-3,3-5-2,1,0.2,54,17,2,19.4,1,0,0,1,0,W
3294,2021,Matchweek 27,Roma,Parma,Away,,3-4-3,4-3-3,1.7,2,58,21,6,17.6,2,0,0,0,2,L
3295,2021,Matchweek 28,Roma,Napoli,Home,,3-4-3,4-2-3-1,0.6,0.9,53,8,3,14.9,0,0,0,0,2,L
3296,2021,Matchweek 29,Roma,Sassuolo,Away,,4-4-2,4-2-3-1,1.6,2.9,31,10,7,20.3,1,1,1,2,2,D
3297,2021,Matchweek 30,Roma,Bologna,Home,,3-4-3,4-2-3-1,0.8,1.4,44,14,6,17.2,0,0,0,1,0,W
3298,2021,Matchweek 31,Roma,Torino,Away,,3-4-3,3-5-2,1.4,3.4,51,9,4,13.3,0,0,0,1,3,L
3299,2021,Matchweek 32,Roma,Atalanta,Home,,4-3-2-1,3-4-3,1.2,2.1,59,14,3,20.2,1,0,0,1,1,D
3300,2021,Matchweek 33,Roma,Cagliari,Away,,3-4-3,3-4-1-2,1.8,1.3,70,17,7,15.7,0,0,0,2,3,L
3301,2021,Matchweek 34,Roma,Sampdoria,Away,,3-4-3,4-4-1-1,1.7,1.3,47,9,2,16.8,0,0,1,0,2,L
3302,2021,Matchweek 35,Roma,Crotone,Home,,4-2-3-1,3-5-2,1.6,0.4,62,22,10,17.2,1,0,0,5,0,W
3303,2021,Matchweek 36,Roma,Inter,Away,,4-2-3-1,3-5-2,0.9,1.7,48,20,5,21.3,0,0,0,1,3,L
3304,2021,Matchweek 37,Roma,Lazio,Home,,4-2-3-1,3-5-2,1.1,0.8,48,13,2,19.5,1,0,0,2,0,W
3305,2021,Matchweek 38,Roma,Spezia,Away,,4-2-3-1,4-3-3,2.4,2.4,57,14,10,14.7,0,0,0,2,2,D
3306,2021,Matchweek 1,Sassuolo,Cagliari,Home,850,4-2-3-1,4-1-4-1,2.1,0.9,67,33,9,20.6,3,0,0,1,1,D
3307,2021,Matchweek 2,Sassuolo,Spezia,Away,1000,4-2-3-1,4-3-3,2.1,1.4,66,16,5,17.2,1,1,1,4,1,W
3308,2021,Matchweek 3,Sassuolo,Crotone,Home,1000,4-2-3-1,5-3-2,1.8,1.9,54,6,3,15.8,0,1,1,4,1,W
3309,2021,Matchweek 4,Sassuolo,Bologna,Away,1000,4-2-3-1,4-4-2,2.7,1.4,52,25,12,15.2,0,0,0,4,3,W
3310,2021,Matchweek 5,Sassuolo,Torino,Home,700,4-2-3-1,4-3-1-2,2.1,2.1,72,17,6,16.7,2,0,0,3,3,D
3311,2021,Matchweek 6,Sassuolo,Napoli,Away,,3-4-3,4-2-3-1,1.8,2.1,56,7,3,17.2,0,1,1,2,0,W
3312,2021,Matchweek 7,Sassuolo,Udinese,Home,,3-4-3,5-3-2,0.1,0.1,62,4,1,21.5,0,0,0,0,0,D
3313,2021,Matchweek 8,Sassuolo,Hellas Verona,Away,,4-2-3-1,4-4-2,0.4,1.5,48,11,4,24.1,1,0,0,2,0,W
3314,2021,Matchweek 9,Sassuolo,Inter,Home,,4-2-3-1,3-5-2,0.7,1.2,65,13,3,16.6,0,0,0,0,3,L
3315,2021,Matchweek 10,Sassuolo,Roma,Away,,4-2-3-1,3-4-3,0.3,1.3,57,5,1,22.4,2,0,0,0,0,D
3316,2021,Matchweek 11,Sassuolo,Benevento,Home,,4-1-4-1,4-3-2-1,1.1,2.5,48,5,1,22.3,1,1,1,1,0,W
3317,2021,Matchweek 12,Sassuolo,Fiorentina,Away,,4-2-3-1,3-5-2,1.6,2.1,66,13,5,19.3,1,0,0,1,1,D
3318,2021,Matchweek 13,Sassuolo,Milan,Home,,4-2-3-1,4-2-3-1,1.1,1.2,68,15,5,19.3,1,0,0,1,2,L
3319,2021,Matchweek 14,Sassuolo,Sampdoria,Away,,4-2-3-1,4-4-2,2,1.9,53,14,8,17.4,0,0,0,3,2,W
3320,2021,Matchweek 15,Sassuolo,Atalanta,Away,,4-2-3-1,3-4-1-2,0.6,2.7,54,10,4,16.9,0,0,0,1,5,L
3321,2021,Matchweek 16,Sassuolo,Genoa,Home,,4-2-3-1,3-5-2,2.1,1.1,63,17,3,17.7,1,0,0,2,1,W
3322,2021,Matchweek 17,Sassuolo,Juventus,Away,,4-2-3-1,4-4-2,0.7,2.8,45,10,2,20.2,1,0,0,1,3,L
3323,2021,Matchweek 18,Sassuolo,Parma,Home,,3-4-3,4-3-3,1.9,0.8,61,15,3,17.2,0,1,1,1,1,D
3324,2021,Matchweek 19,Sassuolo,Lazio,Away,,4-2-3-1,3-5-2,0.6,1.9,51,5,1,13.7,0,0,0,1,2,L
3325,2021,Matchweek 20,Sassuolo,Cagliari,Away,,4-2-3-1,4-3-2-1,1.9,0.8,70,15,4,14.1,0,0,0,1,1,D
3326,2021,Matchweek 21,Sassuolo,Spezia,Home,,4-2-3-1,4-3-3,0.8,1.9,54,8,4,18.6,0,0,0,1,2,L
3327,2021,Matchweek 22,Sassuolo,Crotone,Away,,4-2-3-1,3-5-2,2.5,0.8,63,22,3,20.8,1,1,1,2,1,W
3328,2021,Matchweek 23,Sassuolo,Bologna,Home,,4-2-3-1,4-2-3-1,1.7,0.5,73,30,8,20.2,1,0,0,1,1,D
3329,2021,Matchweek 25,Sassuolo,Napoli,Home,,4-2-3-1,4-2-3-1,2.4,2.6,56,12,3,19.6,0,2,2,3,3,D
3330,2021,Matchweek 26,Sassuolo,Udinese,Away,,3-4-3◆,3-5-2,0.9,1.7,70,10,2,19.3,1,0,0,0,2,L
3331,2021,Matchweek 27,Sassuolo,Hellas Verona,Home,,4-2-3-1,3-4-3,1.6,1.2,41,17,7,17.1,1,0,0,3,2,W
3332,2021,Matchweek 24,Sassuolo,Torino,Away,,4-2-3-1,3-5-2,1.5,2.7,49,14,3,20.1,0,0,0,2,3,L
3333,2021,Matchweek 29,Sassuolo,Roma,Home,,4-2-3-1,4-4-2,2.9,1.6,69,13,6,13.4,0,0,0,2,2,D
3334,2021,Matchweek 28,Sassuolo,Inter,Away,,4-2-3-1,3-5-2,0.7,1.1,70,15,3,21.2,1,0,0,1,2,L
3335,2021,Matchweek 30,Sassuolo,Benevento,Away,,4-2-3-1,3-5-2,1.1,0.5,68,15,5,19.2,1,0,0,1,0,W
3336,2021,Matchweek 31,Sassuolo,Fiorentina,Home,,4-2-3-1,3-5-2,2.2,0.8,71,9,3,22.6,1,2,2,3,1,W
3337,2021,Matchweek 32,Sassuolo,Milan,Away,,4-2-3-1,4-2-3-1,1.9,1.1,53,16,5,16.6,1,0,0,2,1,W
3338,2021,Matchweek 33,Sassuolo,Sampdoria,Home,,4-1-4-1,4-4-2,1.6,1.1,66,16,7,17.7,0,0,0,1,0,W
3339,2021,Matchweek 34,Sassuolo,Atalanta,Home,,4-2-3-1,3-4-1-2,1.3,2.1,63,10,3,26.2,2,1,1,1,1,D
3340,2021,Matchweek 35,Sassuolo,Genoa,Away,,4-2-3-1,3-5-2,1.6,0.8,60,14,6,17.3,1,0,0,2,1,W
3341,2021,Matchweek 36,Sassuolo,Juventus,Home,,4-2-3-1,4-4-2,2.1,1.3,65,18,2,20.5,0,0,1,1,3,L
3342,2021,Matchweek 37,Sassuolo,Parma,Away,,4-2-3-1,3-5-2,2,1,66,12,8,17.3,0,1,1,3,1,W
3343,2021,Matchweek 38,Sassuolo,Lazio,Home,,4-2-3-1,3-5-2,1.8,1.1,56,9,3,21.9,0,1,1,2,0,W
3344,2021,Matchweek 1,Sampdoria,Juventus,Away,1000,4-1-4-1,3-4-1-2,0.8,2,34,15,1,19.5,1,0,0,0,3,L
3345,2021,Matchweek 2,Sampdoria,Benevento,Home,1000,4-4-2,4-3-3,1,1.1,40,9,3,14.5,0,0,0,2,3,L
3346,2021,Matchweek 3,Sampdoria,Fiorentina,Away,1000,4-4-2,3-5-2,2.2,1.7,36,17,7,18.3,1,1,1,2,1,W
3347,2021,Matchweek 4,Sampdoria,Lazio,Home,1000,4-4-2,3-5-2,1.3,0.5,52,12,7,20.6,0,0,0,3,0,W
3348,2021,Matchweek 5,Sampdoria,Atalanta,Away,1000,4-4-2,3-4-1-2,2.1,2.1,35,6,3,14,0,0,1,3,1,W
3349,2021,Matchweek 6,Sampdoria,Genoa,Home,,4-4-2,4-3-2-1,0.8,1.2,55,9,3,17.3,1,0,0,1,1,D
3350,2021,Matchweek 7,Sampdoria,Cagliari,Away,,4-4-2,4-4-1-1,0.2,1.9,44,5,1,25.2,1,0,0,0,2,L
3351,2021,Matchweek 8,Sampdoria,Bologna,Home,,4-3-3,4-1-4-1,0.9,1.6,45,11,4,17.8,0,0,0,1,2,L
3352,2021,Matchweek 9,Sampdoria,Torino,Away,,4-4-1-1,3-5-2,1.4,1.8,47,11,2,17.2,0,0,0,2,2,D
3353,2021,Matchweek 10,Sampdoria,Milan,Home,,4-4-2,4-2-3-1,1.2,2.5,38,9,3,12.3,0,0,0,1,2,L
3354,2021,Matchweek 11,Sampdoria,Napoli,Away,,4-4-1-1,4-2-3-1,1.1,1.5,33,7,3,12.5,0,0,0,1,2,L
3355,2021,Matchweek 12,Sampdoria,Hellas Verona,Away,,4-4-1-1,3-4-3,1,1.8,45,11,3,20.2,0,0,0,2,1,W
3356,2021,Matchweek 13,Sampdoria,Crotone,Home,,4-4-1-1,3-5-2,2.3,1,42,12,4,17.8,0,0,0,3,1,W
3357,2021,Matchweek 14,Sampdoria,Sassuolo,Home,,4-4-2,4-2-3-1,1.9,2,47,26,6,16.2,1,0,0,2,3,L
3358,2021,Matchweek 15,Sampdoria,Roma,Away,,4-4-1-1,3-4-3,0.2,2.3,35,5,2,27.6,1,0,0,0,1,L
