,Season,Round,Team,Opponent,Venue,Attendance,Formation,Opp Formation,xG,xGA,Poss,Sh,SoT,Dist,FK,PK,PKatt,GF,GA,Result
181,2025,Matchweek 31,Roma,Juventus,Home,65778,3-4-3,3-4-3,1.1,0.8,41,11,4,17.6,0,0,0,1,1,D
182,2025,Matchweek 32,Roma,Lazio,Away,63000,4-2-3-1,4-2-3-1,0.2,1.2,53,9,4,20.1,0,0,0,1,1,D
183,2025,Matchweek 33,Roma,Hellas Verona,Home,62714,3-4-3,3-5-2,1.2,0.5,55,6,2,12.6,0,0,0,1,0,W
184,2025,Matchweek 34,Roma,Inter,Away,70240,3-5-2,3-5-2,1.9,1.1,31,19,6,14.9,0,0,0,1,0,W
185,2025,Matchweek 35,Roma,Fiorentina,Home,63640,3-5-2,3-5-2,0.6,1,42,12,4,18.7,0,0,0,1,0,W
186,2025,Matchweek 36,Roma,Atalanta,Away,23249,3-4-3,3-4-3,0.8,2.3,43,10,3,17.4,0,0,0,1,2,L
187,2025,Matchweek 37,Roma,Milan,Home,68143,3-5-2,3-4-3,1,1.4,53,15,6,19.6,1,0,0,3,1,W
188,2025,Matchweek 38,Roma,Torino,Away,24252,4-1-4-1,4-2-3-1,1.9,0.5,54,14,4,17.5,0,1,1,2,0,W
189,2025,Matchweek 1,Fiorentina,Parma,Away,21384,3-4-3,4-2-3-1,0.7,1.7,61,15,7,21.8,1,0,0,1,1,D
190,2025,Matchweek 2,Fiorentina,Venezia,Home,18915,3-4-3,3-4-3,0.9,0.6,54,14,8,19.6,1,0,0,0,0,D
191,2025,Matchweek 3,Fiorentina,Monza,Home,18376,3-4-3,3-4-3,2,0.3,68,18,6,12.2,0,0,0,2,2,D
192,2025,Matchweek 4,Fiorentina,Atalanta,Away,22705,3-4-3,3-4-3,1.7,1.7,49,13,5,15.4,0,0,0,2,3,L
193,2025,Matchweek 5,Fiorentina,Lazio,Home,19624,3-4-3,4-2-3-1,2.7,1,46,12,3,18.5,0,2,2,2,1,W
194,2025,Matchweek 6,Fiorentina,Empoli,Away,13053,4-2-3-1,3-1-4-2,0.7,0.4,62,13,0,18.4,1,0,0,0,0,D
195,2025,Matchweek 7,Fiorentina,Milan,Home,21923,4-2-3-1,4-2-3-1,1.5,2.6,41,11,2,20.6,1,0,1,2,1,W
196,2025,Matchweek 8,Fiorentina,Lecce,Away,25124,4-4-2,4-3-1-2,2.2,0.2,61,19,11,19,1,0,0,6,0,W
197,2025,Matchweek 9,Fiorentina,Roma,Home,20440,4-2-3-1,3-5-1-1,3.7,0.8,39,20,9,16.2,0,1,1,5,1,W
198,2025,Matchweek 10,Fiorentina,Genoa,Away,30254,4-2-3-1,3-5-2,0.5,0.9,67,12,4,22.4,0,0,0,1,0,W
199,2025,Matchweek 11,Fiorentina,Torino,Away,23326,4-2-3-1,3-5-2,0.6,0.6,46,8,3,22.7,2,0,0,1,0,W
200,2025,Matchweek 12,Fiorentina,Hellas Verona,Home,22495,4-2-3-1,4-2-3-1,1.9,0.4,61,11,6,14,0,0,0,3,1,W
201,2025,Matchweek 13,Fiorentina,Como,Away,8500,4-2-3-1,4-2-3-1,0.8,1.1,43,8,4,12.8,0,0,0,2,0,W
202,2025,Matchweek 15,Fiorentina,Cagliari,Home,19851,4-2-3-1,4-2-3-1,0.3,0.8,49,8,3,19.8,1,0,0,1,0,W
203,2025,Matchweek 16,Fiorentina,Bologna,Away,26000,4-2-3-1,4-2-3-1,1,1.2,50,10,4,17.4,2,0,0,0,1,L
204,2025,Matchweek 17,Fiorentina,Udinese,Home,20505,4-2-3-1,3-5-2,2.1,0.9,51,14,2,17.1,0,1,1,1,2,L
205,2025,Matchweek 18,Fiorentina,Juventus,Away,41188,4-2-3-1,4-2-3-1,1,1.5,38,11,4,18.2,1,0,0,2,2,D
206,2025,Matchweek 19,Fiorentina,Napoli,Home,21685,3-4-3,4-3-3,1,1.6,48,14,2,17.2,0,0,0,0,3,L
207,2025,Matchweek 20,Fiorentina,Monza,Away,9153,4-2-3-1,3-4-3,1.4,0.7,65,10,0,18,0,1,1,1,2,L
208,2025,Matchweek 21,Fiorentina,Torino,Home,19313,4-2-3-1,4-4-2,1.5,0.4,53,20,6,16.2,0,0,0,1,1,D
209,2025,Matchweek 22,Fiorentina,Lazio,Away,37000,4-4-2,4-2-3-1,0.7,1.4,30,7,3,16.7,0,0,0,2,1,W
210,2025,Matchweek 23,Fiorentina,Genoa,Home,19088,4-2-3-1,4-2-3-1,0.7,1.6,41,7,5,14.7,0,0,0,2,1,W
211,2025,Matchweek 24,Fiorentina,Inter,Away,67484,3-5-1-1,3-5-2,0.9,2.2,38,6,1,23.9,1,1,1,1,2,L
212,2025,Matchweek 25,Fiorentina,Como,Home,19000,4-2-3-1,4-3-3,0.3,0.8,51,5,3,18,0,0,0,0,2,L
213,2025,Matchweek 26,Fiorentina,Hellas Verona,Away,26496,4-2-3-1,3-4-3,1.4,1.2,57,8,3,17.2,2,0,0,0,1,L
214,2025,Matchweek 27,Fiorentina,Lecce,Home,17383,3-5-2,4-2-3-1,1.6,0.9,48,9,3,17.2,0,0,1,1,0,W
215,2025,Matchweek 28,Fiorentina,Napoli,Away,51504,3-5-1-1,3-5-2,0.7,2.8,51,7,2,16.4,0,0,0,1,2,L
216,2025,Matchweek 29,Fiorentina,Juventus,Home,22253,3-5-1-1,4-2-3-1,0.4,0.8,38,9,3,23.2,1,0,0,3,0,W
217,2025,Matchweek 30,Fiorentina,Atalanta,Home,20409,3-5-2,3-4-1-2,1.6,1.1,45,12,4,17.7,0,0,0,1,0,W
218,2025,Matchweek 31,Fiorentina,Milan,Away,72451,3-5-2,4-2-3-1,2.3,2.6,48,15,8,16.7,0,0,0,2,2,D
219,2025,Matchweek 32,Fiorentina,Parma,Home,21355,3-5-1-1,3-5-2,0.8,0.6,56,9,3,22.2,2,0,0,0,0,D
220,2025,Matchweek 33,Fiorentina,Cagliari,Away,15917,3-5-1-1,3-5-2,0.7,0.3,51,8,4,17.4,1,0,0,2,1,W
221,2025,Matchweek 34,Fiorentina,Empoli,Home,20547,3-5-2,3-4-3,0.8,0.4,53,6,3,17.7,1,0,0,2,1,W
222,2025,Matchweek 35,Fiorentina,Roma,Away,63640,3-5-2,3-5-2,1,0.6,58,13,5,26,1,0,0,0,1,L
223,2025,Matchweek 36,Fiorentina,Venezia,Away,11000,3-4-3,3-5-2,1.1,2,65,16,5,19.1,0,0,0,1,2,L
224,2025,Matchweek 37,Fiorentina,Bologna,Home,21280,4-5-1,4-2-3-1,1.8,2.4,40,6,5,17.2,0,0,0,3,2,W
225,2025,Matchweek 38,Fiorentina,Udinese,Away,20463,3-5-2,3-5-2,2.7,1.4,64,25,11,14.9,0,0,0,3,2,W
226,2025,Matchweek 1,Lazio,Venezia,Home,42000,4-3-3,3-4-3,2.4,0.6,67,12,5,16.7,0,1,1,3,1,W
227,2025,Matchweek 2,Lazio,Udinese,Away,21636,4-3-3,3-4-3,1.3,0.8,66,17,4,15.6,0,0,0,1,2,L
228,2025,Matchweek 3,Lazio,Milan,Home,53000,4-4-1-1,4-2-3-1,2.1,1.3,43,7,4,9.3,0,0,0,2,2,D
229,2025,Matchweek 4,Lazio,Hellas Verona,Home,,4-2-3-1,3-4-3,1.2,0.8,55,14,7,21.9,0,0,0,2,1,W
230,2025,Matchweek 5,Lazio,Fiorentina,Away,19624,4-2-3-1,3-4-3,1,2.7,54,20,6,19.5,1,0,0,1,2,L
231,2025,Matchweek 6,Lazio,Torino,Away,23130,4-2-3-1,3-5-2,2,0.7,43,13,7,15.6,0,0,0,3,2,W
232,2025,Matchweek 7,Lazio,Empoli,Home,38000,4-2-3-1,3-1-4-2,2.1,0.5,58,15,5,18.6,0,0,1,2,1,W
233,2025,Matchweek 8,Lazio,Juventus,Away,40800,4-2-3-1,4-3-3,0.1,1.3,31,2,1,26.5,0,0,0,0,1,L
234,2025,Matchweek 9,Lazio,Genoa,Home,40000,4-2-3-1,4-2-3-1,2.1,0.3,61,18,4,13.4,0,0,0,3,0,W
235,2025,Matchweek 10,Lazio,Como,Away,10750,4-2-3-1,4-2-3-1,2.9,1.1,49,13,6,18.3,2,1,1,5,1,W
236,2025,Matchweek 11,Lazio,Cagliari,Home,35000,4-2-3-1,4-2-3-1,2.9,0.3,54,19,3,18.6,1,1,1,2,1,W
237,2025,Matchweek 12,Lazio,Monza,Away,11706,4-3-3,3-4-3,1.6,1,49,14,5,18.4,0,0,0,1,0,W
238,2025,Matchweek 13,Lazio,Bologna,Home,40000,4-3-3,4-2-3-1,2,0.1,70,13,4,15.5,0,0,0,3,0,W
239,2025,Matchweek 14,Lazio,Parma,Away,22885,4-3-3,4-2-3-1,2.5,1.5,72,23,6,15.7,0,0,0,1,3,L
240,2025,Matchweek 15,Lazio,Napoli,Away,50000,4-2-3-1,4-3-3,0.3,0.5,44,7,3,24.2,0,0,0,1,0,W
241,2025,Matchweek 16,Lazio,Inter,Home,59000,4-2-3-1,3-1-4-2,0.4,2,52,9,2,19.8,0,0,0,0,6,L
242,2025,Matchweek 17,Lazio,Lecce,Away,30000,4-2-3-1,4-3-3,1.6,0.7,59,12,5,19.2,1,1,1,2,1,W
243,2025,Matchweek 18,Lazio,Atalanta,Home,48000,4-2-3-1,3-4-1-2,0.6,2.7,40,11,5,27.1,1,0,0,1,1,D
244,2025,Matchweek 19,Lazio,Roma,Away,65042,4-2-3-1,3-5-2,0.9,1.1,67,16,6,19.5,0,0,0,0,2,L
245,2025,Matchweek 20,Lazio,Como,Home,40000,4-2-3-1,4-2-3-1,0.5,2,37,12,4,19.1,1,0,0,1,1,D
246,2025,Matchweek 21,Lazio,Hellas Verona,Away,37000,4-2-3-1,3-4-1-2,1.5,1.3,64,14,5,16.6,1,0,0,3,0,W
247,2025,Matchweek 22,Lazio,Fiorentina,Home,37000,4-2-3-1,4-4-2,1.4,0.7,70,22,3,17.3,1,0,0,1,2,L
248,2025,Matchweek 23,Lazio,Cagliari,Away,15751,4-2-3-1,4-4-1-1,1.5,1.6,60,11,6,14.1,0,0,0,2,1,W
249,2025,Matchweek 24,Lazio,Monza,Home,31540,4-2-3-1,3-4-3,3.2,0.9,61,26,9,17,0,0,0,5,1,W
250,2025,Matchweek 25,Lazio,Napoli,Home,42863,4-2-3-1,3-5-2,0.7,0.3,53,12,5,22.1,2,0,0,2,2,D
251,2025,Matchweek 26,Lazio,Venezia,Away,8796,4-2-3-1,3-5-1-1,1.1,0.8,63,9,3,18.9,0,0,0,0,0,D
252,2025,Matchweek 27,Lazio,Milan,Away,65969,4-2-3-1,4-2-3-1,3,1.4,39,20,7,17.7,1,1,1,2,1,W
253,2025,Matchweek 28,Lazio,Udinese,Home,34655,4-2-3-1,3-5-2,1.2,1.2,49,10,5,16.9,0,0,0,1,1,D
254,2025,Matchweek 29,Lazio,Bologna,Away,30846,4-2-3-1,4-2-3-1,0.5,2.2,49,7,2,18,0,0,0,0,5,L
255,2025,Matchweek 30,Lazio,Torino,Home,37000,4-2-3-1,4-2-3-1,1.2,0.4,58,16,6,15.6,0,0,0,1,1,D
256,2025,Matchweek 31,Lazio,Atalanta,Away,22731,4-2-3-1,3-4-3,0.5,0.5,42,8,3,20.8,0,0,0,1,0,W
257,2025,Matchweek 32,Lazio,Roma,Home,63000,4-2-3-1,4-2-3-1,1.2,0.2,47,12,7,15.8,0,0,0,1,1,D
258,2025,Matchweek 33,Lazio,Genoa,Away,32038,4-2-3-1,4-4-2,1.1,0.6,62,15,6,18.8,1,0,0,2,0,W
259,2025,Matchweek 34,Lazio,Parma,Home,32000,4-2-3-1,5-3-2,1.4,0.9,70,14,7,17.9,0,0,0,2,2,D
260,2025,Matchweek 35,Lazio,Empoli,Away,8787,4-2-3-1,3-4-3,1.8,0.2,62,9,3,16.3,0,0,0,1,0,W
261,2025,Matchweek 36,Lazio,Juventus,Home,56000,4-2-3-1,3-4-3,1.7,0.8,58,19,6,16.6,0,0,0,1,1,D
262,2025,Matchweek 37,Lazio,Inter,Away,71060,4-2-3-1,3-5-2,2.1,1.1,44,11,3,17.6,0,1,1,2,2,D
263,2025,Matchweek 38,Lazio,Lecce,Home,53000,4-2-3-1,4-2-3-1,1.8,0.4,71,26,7,16.1,0,0,0,0,1,L
264,2025,Matchweek 1,Milan,Torino,Home,70742,4-2-3-1,3-5-2,2.1,1,56,26,5,18.5,0,0,0,2,2,D
265,2025,Matchweek 2,Milan,Parma,Away,21808,4-2-3-1,4-2-3-1,1.9,1.7,61,17,5,18.6,0,0,0,1,2,L
266,2025,Matchweek 3,Milan,Lazio,Away,53000,4-2-3-1,4-4-1-1,1.3,2.1,57,10,4,17.5,1,0,0,2,2,D
267,2025,Matchweek 4,Milan,Venezia,Home,71273,4-3-3,5-4-1,2.2,0.3,62,10,6,20,0,2,2,4,0,W
268,2025,Matchweek 5,Milan,Inter,Away,75366,4-2-3-1,3-5-2,1.7,0.7,43,16,8,16.4,0,0,0,2,1,W
269,2025,Matchweek 6,Milan,Lecce,Home,71103,4-2-3-1,4-3-3,1.6,0.5,57,15,6,16.4,0,0,0,3,0,W
270,2025,Matchweek 7,Milan,Fiorentina,Away,21923,4-2-3-1,4-2-3-1,2.6,1.5,59,14,6,17,0,0,2,1,2,L
271,2025,Matchweek 8,Milan,Udinese,Home,71214,4-2-3-1,3-5-2,1.2,0.4,44,10,5,12.2,0,0,0,1,0,W
272,2025,Matchweek 10,Milan,Napoli,Home,73507,4-3-3,4-3-3,0.7,1.1,61,13,5,19.6,0,0,0,0,2,L
273,2025,Matchweek 11,Milan,Monza,Away,17000,4-2-3-1,3-4-3,2.5,1.2,56,18,7,17.5,0,0,0,1,0,W
274,2025,Matchweek 12,Milan,Cagliari,Away,16271,4-2-3-1,4-2-3-1,3.3,1.7,55,13,6,15,0,0,0,3,3,D
275,2025,Matchweek 13,Milan,Juventus,Home,75502,4-3-3,4-2-2-2,0.3,0.4,44,6,1,18.4,1,0,0,0,0,D
276,2025,Matchweek 14,Milan,Empoli,Home,68725,4-2-3-1,3-5-2,2.3,0.5,55,20,4,17.9,0,0,0,3,0,W
277,2025,Matchweek 15,Milan,Atalanta,Away,22606,4-2-3-1,3-4-1-2,0.7,2.1,48,6,2,15.4,0,0,0,1,2,L
278,2025,Matchweek 16,Milan,Genoa,Home,70078,4-2-3-1,4-2-3-1,1.1,0.3,57,22,4,19.8,0,0,0,0,0,D
279,2025,Matchweek 17,Milan,Hellas Verona,Away,24000,4-2-3-1,3-4-1-2,0.8,0.7,64,14,6,20.7,0,0,0,1,0,W
280,2025,Matchweek 18,Milan,Roma,Home,74283,4-2-3-1,3-4-3,1.9,1.3,46,21,7,19.6,0,0,0,1,1,D
281,2025,Matchweek 20,Milan,Cagliari,Home,69263,4-3-3,4-4-1-1,2.7,0.4,68,24,11,20,0,0,0,1,1,D
282,2025,Matchweek 19,Milan,Como,Away,13602,4-2-3-1,3-4-3,1.3,1.4,48,12,6,14.6,0,0,0,2,1,W
283,2025,Matchweek 21,Milan,Juventus,Away,41507,4-3-3,4-2-3-1,0.9,1.1,40,13,1,17.3,0,0,0,0,2,L
284,2025,Matchweek 22,Milan,Parma,Home,72304,4-3-3,4-2-3-1,2.2,1.6,61,13,4,19.4,1,1,1,3,2,W
285,2025,Matchweek 23,Milan,Inter,Home,75493,4-3-3,3-5-2,0.6,1.3,37,10,4,19.6,0,0,0,1,1,D
286,2025,Matchweek 24,Milan,Empoli,Away,14691,4-2-3-1,3-4-3,1.3,0.7,61,16,5,16.9,1,0,0,2,0,W
287,2025,Matchweek 25,Milan,Hellas Verona,Home,69578,4-2-3-1,3-5-1-1,2.1,0.4,73,18,3,18,0,0,0,1,0,W
288,2025,Matchweek 26,Milan,Torino,Away,26868,4-2-3-1,4-2-3-1,2.4,0.3,64,25,7,18.6,0,0,1,1,2,L
289,2025,Matchweek 9,Milan,Bologna,Away,31784,4-2-3-1,4-2-3-1,0.8,2,43,8,4,14,0,0,0,1,2,L
290,2025,Matchweek 27,Milan,Lazio,Home,65969,4-2-3-1,4-2-3-1,1.4,3,61,15,4,17.4,0,0,0,1,2,L
291,2025,Matchweek 28,Milan,Lecce,Away,25753,4-2-3-1,4-2-3-1,3.5,1,70,15,8,13.6,0,1,1,3,2,W
292,2025,Matchweek 29,Milan,Como,Home,74500,4-2-3-1,4-2-3-1,1.3,1,42,9,3,16.4,0,0,0,2,1,W
293,2025,Matchweek 30,Milan,Napoli,Away,52836,4-2-3-1,4-3-3,2.6,1,49,16,3,21.2,1,0,1,1,2,L
294,2025,Matchweek 31,Milan,Fiorentina,Home,72451,4-2-3-1,3-5-2,2.6,2.3,52,19,6,16.1,0,0,0,2,2,D
295,2025,Matchweek 32,Milan,Udinese,Away,24214,3-4-3,3-5-1-1,2.1,0.8,47,15,7,16,0,0,0,4,0,W
296,2025,Matchweek 33,Milan,Atalanta,Home,72745,3-4-3,3-4-3,0.6,1.9,48,12,1,24.1,0,0,0,0,1,L
297,2025,Matchweek 34,Milan,Venezia,Away,12048,3-4-3,3-5-2,1.6,1.2,49,11,2,14.8,0,0,0,2,0,W
298,2025,Matchweek 35,Milan,Genoa,Away,32081,3-4-3,4-2-3-1,1,0.6,60,10,5,25.7,1,0,0,2,1,W
299,2025,Matchweek 36,Milan,Bologna,Home,71076,3-4-3,4-3-3,1.6,0.6,47,10,5,15.3,0,0,0,3,1,W
300,2025,Matchweek 37,Milan,Roma,Away,68143,3-4-3,3-5-2,1.4,1,47,12,3,15.7,0,0,0,1,3,L
301,2025,Matchweek 38,Milan,Monza,Home,69124,4-2-3-1,3-4-3,1.5,0.3,55,21,6,19.1,2,0,0,2,0,W
302,2025,Matchweek 1,Bologna,Udinese,Home,26418,4-2-3-1,3-4-3,3.2,0.9,73,21,5,16.8,1,1,1,1,1,D
303,2025,Matchweek 2,Bologna,Napoli,Away,45000,4-3-3,3-4-3,0.6,2.5,61,8,2,21,0,0,0,0,3,L
304,2025,Matchweek 3,Bologna,Empoli,Home,25960,4-3-3,3-4-3,1.3,1,69,14,3,15,0,0,0,1,1,D
305,2025,Matchweek 4,Bologna,Como,Away,10584,4-1-4-1,4-2-3-1,1.2,1.2,56,14,4,17.1,2,0,0,2,2,D
306,2025,Matchweek 5,Bologna,Monza,Away,9991,4-3-3,3-4-3,0.8,0.6,57,15,8,17.4,1,0,0,2,1,W
307,2025,Matchweek 6,Bologna,Atalanta,Home,27126,4-3-3,3-4-1-2,0.1,2,36,5,1,19.7,0,0,0,1,1,D
308,2025,Matchweek 7,Bologna,Parma,Home,28400,4-3-3,4-2-3-1,0.8,0.8,71,19,3,17.4,0,0,0,0,0,D
309,2025,Matchweek 8,Bologna,Genoa,Away,30000,4-2-3-1,3-5-1-1,0.7,0.4,61,12,7,21.6,0,0,0,2,2,D
310,2025,Matchweek 10,Bologna,Cagliari,Away,15977,4-2-3-1,4-4-2,0.9,0.8,58,11,4,17.1,0,0,0,2,0,W
311,2025,Matchweek 11,Bologna,Lecce,Home,25000,4-2-3-1,4-5-1,1.4,0.7,72,20,4,17,1,0,0,1,0,W
312,2025,Matchweek 12,Bologna,Roma,Away,50500,4-2-3-1,3-4-3,1.7,1.3,46,15,4,14.8,1,0,0,3,2,W
313,2025,Matchweek 13,Bologna,Lazio,Away,40000,4-2-3-1,4-3-3,0.1,2,30,3,1,35.3,0,0,0,0,3,L
314,2025,Matchweek 14,Bologna,Venezia,Home,24866,4-2-3-1,3-4-3,3.2,0.4,60,14,7,20.2,0,2,2,3,0,W
315,2025,Matchweek 15,Bologna,Juventus,Away,40748,4-2-3-1,4-2-3-1,0.9,1,46,10,4,21,1,0,0,2,2,D
316,2025,Matchweek 16,Bologna,Fiorentina,Home,26000,4-2-3-1,4-2-3-1,1.2,1,50,16,6,21.1,0,0,0,1,0,W
317,2025,Matchweek 17,Bologna,Torino,Away,19860,4-2-3-1,3-5-2,1.7,0.3,58,7,4,18.5,0,0,1,2,0,W
318,2025,Matchweek 18,Bologna,Hellas Verona,Home,26454,4-2-3-1,5-3-2,2.2,0.8,67,23,7,16.3,1,0,0,2,3,L
319,2025,Matchweek 20,Bologna,Roma,Home,30226,4-2-3-1,3-5-2,2,1.4,54,13,7,19,0,1,1,2,2,D
320,2025,Matchweek 19,Bologna,Inter,Away,63074,4-2-3-1,3-5-2,0.6,1.7,52,14,6,20.9,1,0,0,2,2,D
321,2025,Matchweek 21,Bologna,Monza,Home,23381,4-2-3-1,4-4-2,1.8,0.5,58,18,7,12.9,1,0,0,3,1,W
322,2025,Matchweek 22,Bologna,Empoli,Away,10321,4-2-3-1,3-4-3,0.7,0.6,63,9,8,12.2,0,0,0,1,1,D
323,2025,Matchweek 23,Bologna,Como,Home,26492,4-2-3-1,4-1-4-1,1.5,0.5,50,15,4,18.9,2,0,0,2,0,W
324,2025,Matchweek 24,Bologna,Lecce,Away,24910,4-2-3-1,4-2-3-1,0.8,0.4,58,8,2,14.8,0,0,0,0,0,D
325,2025,Matchweek 25,Bologna,Torino,Home,24274,4-2-3-1,4-2-3-1,2.3,1,65,21,5,17,0,1,1,3,2,W
326,2025,Matchweek 26,Bologna,Parma,Away,19510,4-3-3,4-3-3,0.7,1.1,74,16,1,18.5,1,0,0,0,2,L
327,2025,Matchweek 9,Bologna,Milan,Home,31784,4-2-3-1,4-2-3-1,2,0.8,57,14,4,17.6,0,0,0,2,1,W
328,2025,Matchweek 27,Bologna,Cagliari,Home,25676,4-2-3-1,4-4-2,2.1,0.5,61,14,4,17.4,0,1,1,2,1,W
329,2025,Matchweek 28,Bologna,Hellas Verona,Away,24612,4-2-3-1,3-4-3,1.3,1.2,67,12,6,17.8,1,0,0,2,1,W
330,2025,Matchweek 29,Bologna,Lazio,Home,30846,4-2-3-1,4-2-3-1,2.2,0.5,51,13,7,15.5,1,0,0,5,0,W
331,2025,Matchweek 30,Bologna,Venezia,Away,9864,4-2-3-1,3-5-2,1,0.8,59,13,4,17.4,1,0,0,1,0,W
332,2025,Matchweek 31,Bologna,Napoli,Home,31974,4-2-3-1,4-3-3,0.8,1.2,61,12,4,14.8,0,0,0,1,1,D
333,2025,Matchweek 32,Bologna,Atalanta,Away,23156,4-2-3-1,3-4-3,0.6,1,59,12,5,19.2,0,0,0,0,2,L
334,2025,Matchweek 33,Bologna,Inter,Home,31978,4-2-3-1,3-5-2,0.8,0.5,48,12,3,16.7,1,0,0,1,0,W
335,2025,Matchweek 34,Bologna,Udinese,Away,23414,4-2-3-1,5-4-1,1.6,0.5,64,12,1,13.8,1,0,0,0,0,D
336,2025,Matchweek 35,Bologna,Juventus,Home,30846,4-2-3-1,3-4-1-2,0.4,0.8,64,9,2,17.3,0,0,0,1,1,D
337,2025,Matchweek 36,Bologna,Milan,Away,71076,4-3-3,3-4-3,0.6,1.6,53,10,4,18.5,0,0,0,1,3,L
338,2025,Matchweek 37,Bologna,Fiorentina,Away,21280,4-2-3-1,4-5-1,2.4,1.8,60,15,3,17.6,0,0,0,2,3,L
339,2025,Matchweek 38,Bologna,Genoa,Home,29975,4-2-3-1,4-2-3-1,0.7,0.9,60,16,5,18,0,0,0,1,3,L
340,2025,Matchweek 1,Como,Juventus,Away,40696,4-4-2,4-2-3-1,0.2,1.2,43,3,0,19.4,0,0,0,0,3,L
341,2025,Matchweek 2,Como,Cagliari,Away,16365,4-2-2-2,3-5-2,1.5,0.8,53,14,4,17.5,0,0,0,1,1,D
342,2025,Matchweek 3,Como,Udinese,Away,7020,4-2-2-2,3-4-3,1.6,1,56,20,4,17.5,0,0,1,0,1,L
343,2025,Matchweek 4,Como,Bologna,Home,10584,4-2-3-1,4-1-4-1,1.2,1.2,44,14,4,18.2,0,0,0,2,2,D
344,2025,Matchweek 5,Como,Atalanta,Away,22977,4-2-3-1,3-4-1-2,1.1,1.6,41,14,7,20.6,0,0,0,3,2,W
345,2025,Matchweek 6,Como,Hellas Verona,Home,9000,4-2-3-1,4-2-3-1,2.2,1.1,71,24,11,19.2,0,0,0,3,2,W
346,2025,Matchweek 7,Como,Napoli,Away,50000,4-2-3-1,4-2-3-1,0.4,1.9,59,11,2,24.3,0,0,0,1,3,L
347,2025,Matchweek 8,Como,Parma,Home,7000,4-2-3-1,4-1-4-1,1.3,0.5,61,12,3,16,0,0,0,1,1,D
348,2025,Matchweek 9,Como,Torino,Away,23571,4-2-3-1,3-5-2,1.4,1.3,68,20,6,18.3,0,0,0,0,1,L
349,2025,Matchweek 10,Como,Lazio,Home,10750,4-2-3-1,4-2-3-1,1.1,2.9,51,14,2,18.9,1,0,0,1,5,L
350,2025,Matchweek 11,Como,Empoli,Away,8102,4-2-3-1,3-4-3,0.4,0.6,58,12,2,16.5,0,0,0,0,1,L
351,2025,Matchweek 12,Como,Genoa,Away,30708,4-2-3-1,3-5-2,1.4,0.9,58,18,8,19.5,2,0,0,1,1,D
352,2025,Matchweek 13,Como,Fiorentina,Home,8500,4-2-3-1,4-2-3-1,1.1,0.8,57,10,4,13.7,0,0,0,0,2,L
353,2025,Matchweek 14,Como,Monza,Home,9749,4-2-3-1,3-4-3,1.3,1.3,55,17,3,13.3,0,0,0,1,1,D
354,2025,Matchweek 15,Como,Venezia,Away,8026,4-2-3-1,3-4-3,1,0.3,65,10,4,18.4,0,0,0,2,2,D
355,2025,Matchweek 16,Como,Roma,Home,13602,4-2-3-1,3-4-3,1.2,0.3,38,18,7,22,2,0,0,2,0,W
356,2025,Matchweek 17,Como,Inter,Away,73204,5-4-1,3-1-4-2,0.3,1.6,38,8,4,18.7,1,0,0,0,2,L
357,2025,Matchweek 18,Como,Lecce,Home,12000,4-2-3-1,4-3-3,2,0.4,56,14,6,18.5,1,0,1,2,0,W
358,2025,Matchweek 20,Como,Lazio,Away,40000,4-2-3-1,4-2-3-1,2,0.5,63,17,3,15.5,1,0,0,1,1,D
359,2025,Matchweek 19,Como,Milan,Home,13602,3-4-3,4-2-3-1,1.4,1.3,52,12,4,15.1,1,0,0,1,2,L
360,2025,Matchweek 21,Como,Udinese,Home,9566,4-2-3-1,3-5-2,1.4,0.6,51,11,8,16.7,0,0,0,4,1,W
361,2025,Matchweek 22,Como,Atalanta,Home,10366,4-2-3-1,3-4-1-2,0.8,1,54,15,5,18.8,1,0,0,1,2,L
362,2025,Matchweek 23,Como,Bologna,Away,26492,4-1-4-1,4-2-3-1,0.5,1.5,50,8,1,16,1,0,0,0,2,L
363,2025,Matchweek 24,Como,Juventus,Home,10475,4-2-3-1,4-2-3-1,0.9,1.1,52,16,6,16.9,0,0,0,1,2,L
364,2025,Matchweek 25,Como,Fiorentina,Away,19000,4-3-3,4-2-3-1,0.8,0.3,49,8,4,17.5,0,0,0,2,0,W
365,2025,Matchweek 26,Como,Napoli,Home,10500,4-3-2-1,3-5-2,0.7,1.2,42,8,3,18.1,0,0,0,2,1,W
366,2025,Matchweek 27,Como,Roma,Away,62125,4-3-3,3-4-3,1.2,1.6,52,10,3,16.9,0,0,0,1,2,L
367,2025,Matchweek 28,Como,Venezia,Home,10080,4-3-3,3-5-2,1.3,1.3,55,12,7,15.2,0,0,0,1,1,D
368,2025,Matchweek 29,Como,Milan,Away,74500,4-2-3-1,4-2-3-1,1,1.3,58,15,6,21.3,1,0,0,1,2,L
369,2025,Matchweek 30,Como,Empoli,Home,10118,4-2-3-1,3-4-3,1.9,2,71,16,5,17.4,0,0,0,1,1,D
370,2025,Matchweek 31,Como,Monza,Away,8649,4-2-3-1,3-5-2,2.2,0.8,58,17,7,16.7,1,0,0,3,1,W
371,2025,Matchweek 32,Como,Torino,Home,10658,4-3-3,4-1-3-2,1.3,1.2,57,15,7,18.2,1,0,0,1,0,W
372,2025,Matchweek 33,Como,Lecce,Away,28181,4-2-3-1,4-2-3-1,1.3,0.7,55,10,5,17.8,0,0,0,3,0,W
